"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL237459";"";"0";"95.10";"0";"0.79";"S34, r1c7";"Oc1ccncc1";"IC50";"'='";"43203.0";"nM";"4.36";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL900147";"Cytotoxicity against human MIA PaCa2 cells after 4 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1138238";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308500";""
"CHEMBL4513916";"";"0";"878.07";"3";"5.22";"12";"C/C=C(/C)C(=O)O[C@@H]1C[C@H]2C(=C1C)[C@@H]1OC(=O)[C@@](C)(O)[C@@]1(O)[C@@H](OC(=O)CCCCn1cc([C@]3(O)CC[C@H]4[C@@H]5CCC6=CC(O)CC[C@]6(C)[C@H]5CC[C@@]43C)nn1)C[C@]2(C)OC(C)=O";"IC50";"'>='";"13700.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4404222";"Antiproliferative activity against human MIAPaCa2 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4402560";"1";"Scientific Literature";"J Med Chem";"2020";"CHEMBL3308500";""
"CHEMBL4438131";"";"0";"444.53";"1";"5.76";"15";"C=CCOc1ccccc1Cc1c(OC)cc(OC)c(C(=O)/C=C/c2ccccc2)c1OC";"IC50";"'='";"9400.0";"nM";"5.03";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4334673";"Cytotoxicity against human MIAPaCa2 cells assessed as reduction in cell viability incubated for 72 hrs by alamar blue assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4334424";"1";"Scientific Literature";"MedChemComm";"2019";"CHEMBL3308500";""
"CHEMBL450288";"XANTHOXYLIN";"0";"196.20";"0";"1.61";"22";"COc1cc(O)c(C(C)=O)c(OC)c1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4334673";"Cytotoxicity against human MIAPaCa2 cells assessed as reduction in cell viability incubated for 72 hrs by alamar blue assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4334424";"1";"Scientific Literature";"MedChemComm";"2019";"CHEMBL3308500";""
"CHEMBL15770";"SULINDAC";"4";"356.42";"0";"4.37";"a";"CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1";"IC50";"'>'";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1285855";"Cytotoxicity against human MIAPaCa2 cells after 72 hrs by WST-1 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1275284";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"CHEMBL3308500";""
"CHEMBL1163399";"";"0";"611.75";"2";"2.56";"33";"COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(OC)cc2)N1c1nc(N2CCN(C)CC2)nc(N2CCN(C)CC2)n1";"IC50";"'='";"7370.0";"nM";"5.13";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1167523";"Cytotoxicity against human MIAPaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1165881";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"CHEMBL3308500";""
"CHEMBL2069706";"";"0";"694.84";"2";"6.18";"11";"O=C(CCN1CCCC1)Nc1ccc(-n2cc(-c3ccc4ccc(-c5cn(-c6ccc(NC(=O)CCN7CCCC7)cc6)nn5)cc4c3)nn2)cc1";"IC50";"'='";"7200.0";"nM";"5.14";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2072181";"Antiproliferative activity against human MIAPaCa2 cells after 96 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL2069296";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"CHEMBL3308500";""
"CHEMBL4565886";"";"0";"578.18";"0";"2.27";"3";"C[N+]1(C)CCC[C@@H]1C(=O)N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(=O)O.O=C([O-])C(F)(F)F";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4321671";"Cytotoxicity in human MIAPaCa2 cells incubated for 24 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4316651";"1";"Scientific Literature";"J Nat Prod";"2019";"CHEMBL3308500";""
"CHEMBL289191";"LUPEOL";"0";"426.73";"1";"8.02";"Lupeol";"C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12";"IC50";"'='";"25180.0";"nM";"4.60";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4343897";"Antiproliferative activity against human MIAPaCa2 cells assessed as reduction in cell viability after 48 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4342436";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3308500";""
"CHEMBL2315754";"";"0";"339.33";"0";"4.20";"6c";"O=C(Nc1nc2ccc([N+](=O)[O-])cc2s1)c1cc2ccccc2o1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2318733";"Cytotoxicity against human MIAPaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL2311305";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308500";""
"CHEMBL506845";"";"0";"596.68";"2";"10.23";"17";"C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)Cc6c([nH]c7cc(Cl)cc(Cl)c67)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12";"IC50";"'>'";"20.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL981709";"Cytotoxicity against human MIA PaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1144169";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3308500";""
"CHEMBL1091644";"LINSITINIB";"3";"421.50";"0";"4.82";"OSI-906";"C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1";"IC50";"'='";"8855.08";"nM";"5.05";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2363427";"SANGER: Inhibition of human MIA-PaCa-2 cell growth in a cell viability assay.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1201861";"5";"Sanger Institute Genomics of Drug Sensitivity in Cancer";"";"";"CHEMBL3308500";""
"CHEMBL2380829";"";"0";"442.43";"1";"5.35";"34";"O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(F)c1F";"IC50";"'='";"209.0";"nM";"6.68";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2384613";"Antiproliferative activity against human MIAPaCa2 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL2380198";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"CHEMBL3308500";""
"CHEMBL236820";"";"0";"336.35";"0";"2.69";"22";"COC1=CC(=O)c2c(COc3ccc(C#N)cc3)c(C)n(C)c2C1=O";"IC50";"'='";"192.0";"nM";"6.72";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL900148";"Cytotoxicity against human MIA PaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1138238";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308500";""
"CHEMBL236820";"";"0";"336.35";"0";"2.69";"22";"COC1=CC(=O)c2c(COc3ccc(C#N)cc3)c(C)n(C)c2C1=O";"IC50";"'='";"463.0";"nM";"6.33";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL900147";"Cytotoxicity against human MIA PaCa2 cells after 4 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1138238";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308500";""
"CHEMBL4279570";"";"0";"460.29";"0";"3.92";"4e";"O=C1Nc2ccccc2/C1=N/Nc1nc2ccccc2c(=O)n1-c1cccc(Br)c1";"IC50";"'='";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4262733";"Cytotoxicity against human MIAPaCa2 cells assessed as reduction in cell viability after 24 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4261533";"1";"Scientific Literature";"MedChemComm";"2017";"CHEMBL3308500";""
"CHEMBL438850";"";"0";"356.33";"0";"2.73";"15";"COC1=CC(=O)c2c(COc3ccc([N+](=O)[O-])cc3)c(C)n(C)c2C1=O";"IC50";"'='";"355.0";"nM";"6.45";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL900148";"Cytotoxicity against human MIA PaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1138238";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308500";""
"CHEMBL2035482";"";"0";"580.00";"None";"None";"8a";"O=c1c2cc(Br)ccc2[se]n1CCn1[se]c2ccc(Br)cc2c1=O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2039584";"Growth inhibition of human MIAPaCa2 cells after 48 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL2034909";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"CHEMBL3308500";""
"CHEMBL2034987";"";"0";"458.18";"None";"None";"6a";"O=c1c2cc(F)ccc2[se]n1CCn1[se]c2ccc(F)cc2c1=O";"IC50";"'='";"3070.0";"nM";"5.51";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2039584";"Growth inhibition of human MIAPaCa2 cells after 48 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL2034909";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"CHEMBL3308500";""
"CHEMBL4063890";"";"0";"472.38";"0";"4.16";"6o";"COc1cc(Br)c(/C=C2\CN(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)cc1OC";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4034790";"Antiproliferative activity against human MIAPaCa2 cells after 48 hrs by propidium iodide staining based fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4033650";"1";"Scientific Literature";"Eur J Med Chem";"2017";"CHEMBL3308500";""
"CHEMBL4093315";"";"0";"504.38";"2";"5.57";"6i";"COc1ccc(C(=O)/C=C/c2ccc(OCc3cn(Cc4ccccc4Br)nn3)cc2)cc1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4001522";"Cytotoxicity against human MIAPaCa2 cells measured after 48 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4000203";"1";"Scientific Literature";"Eur J Med Chem";"2017";"CHEMBL3308500";""
"CHEMBL53463";"DOXORUBICIN";"4";"543.53";"3";"0.00";"DOX";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4043603";"Cytotoxicity against human MIAPaCa2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4043076";"1";"Scientific Literature";"J Nat Prod";"2017";"CHEMBL3308500";""
"CHEMBL4082867";"";"0";"558.64";"2";"5.68";"60";"NS(=O)(=O)c1ccc(Oc2c(-c3cccc(-c4ccccc4)c3)nn(-c3nc(C(=O)O)cs3)c2C2CC2)cc1";"IC50";"'='";"28300.0";"nM";"4.55";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4032335";"Cytotoxicity against human MIAPaCa2 cells after 48 hrs by CellTiter-Glo assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4028893";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3308500";""
"CHEMBL4069796";"";"0";"476.49";"0";"3.21";"42";"NS(=O)(=O)c1ccc(Cc2cn(-c3nc(C(=O)O)cs3)nc2-c2ccc(F)c(F)c2)cc1";"IC50";"'>'";"57000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4032335";"Cytotoxicity against human MIAPaCa2 cells after 48 hrs by CellTiter-Glo assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4028893";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3308500";""
"CHEMBL376316";"";"0";"277.45";"1";"5.73";"1, 4-(dodecylamino)phenol";"CCCCCCCCCCCCNc1ccc(O)cc1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2424485";"Cytotoxicity against human MIAPaCa2 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL2417488";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3308500";""
"CHEMBL4098449";"";"0";"254.24";"0";"-0.26";"15";"COC(=O)C(O)(CO)COC(=O)c1ccccc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4004464";"Antiproliferative activity against human MIAPaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4002638";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3308500";""
"CHEMBL4081923";"";"0";"296.32";"0";"3.31";"25";"C=C(C(=O)OC)C(OC(=O)c1ccccc1)c1ccccc1";"IC50";"'='";"94800.0";"nM";"4.02";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4004464";"Antiproliferative activity against human MIAPaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4002638";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3308500";""
"CHEMBL4209285";"";"0";"464.65";"1";"6.03";"16";"CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(NC(N)=O)C[C@H]4[C@]3(C)CC[C@@]21C";"IC50";"'='";"630.0";"nM";"6.20";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4192290";"Antiproliferative activity against human MIAPaCa2 cells after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4190255";"1";"Scientific Literature";"Eur J Med Chem";"2017";"CHEMBL3308500";""
"CHEMBL4075208";"";"0";"343.34";"0";"3.64";"QD 324";"O=C1C(Nc2ccc(Oc3ccccc3)cc2)=CC(=O)c2ncncc21";"IC50";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4059085";"Cytotoxicity against human MIAPaCa2 cells assessed as decrease in cell proliferation after 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4052826";"1";"Scientific Literature";"J Med Chem";"2018";"CHEMBL3308500";""
"CHEMBL4563176";"";"0";"404.46";"0";"4.90";"19";"COc1cc(OC)c(C(=O)/C=C/c2ccccc2)c(OC)c1Cc1ccccc1O";"IC50";"'='";"4100.0";"nM";"5.39";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4334673";"Cytotoxicity against human MIAPaCa2 cells assessed as reduction in cell viability incubated for 72 hrs by alamar blue assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4334424";"1";"Scientific Literature";"MedChemComm";"2019";"CHEMBL3308500";""
"CHEMBL2380838";"";"0";"454.46";"1";"5.22";"43";"COc1cccc(F)c1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1";"IC50";"'='";"1190.0";"nM";"5.92";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2384613";"Antiproliferative activity against human MIAPaCa2 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL2380198";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"CHEMBL3308500";""
"CHEMBL4215870";"";"0";"403.01";"0";"2.82";"13";"CCCCCCCCCCCCc1cn(C[C@@H]2N[C@@H](C)[C@@H](O)[C@H]2O)nn1.Cl";"IC50";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4198815";"Antiproliferative activity against human MIAPaCa2 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4196088";"1";"Scientific Literature";"Eur J Med Chem";"2018";"CHEMBL3308500";""
"CHEMBL4443226";"";"0";"423.60";"1";"5.71";"3; UCM-1336";"CCCCCCCCN(CCC(=O)Nc1ccccc1)CCC(=O)Nc1ccccc1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4360163";"Cytotoxicity against human MIAPaCa2 cells harboring K-Ras G12C mutant assessed as reduction in cell viability after 72 hrs by XTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4359814";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3308500";""
"CHEMBL497545";"";"0";"467.53";"0";"3.13";"13";"CCCCc1ccc(C#Cc2cn(C/C=C/CN3C(=O)c4ccccc4C3=O)c(=O)[nH]c2=O)cc1";"IC50";"'='";"79000.0";"nM";"4.10";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL959942";"Antiproliferative activity against human MiaPaCa2 cells after 3 days by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL1150283";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"CHEMBL3308500";""
"CHEMBL2180985";"";"0";"1566.64";"None";"None";"10";"CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](OC(=O)CCC(=O)NCc3ccc(CN4C(=O)[C@@H]5CC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NC[C@@H]4C(=O)N5)cc3)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2185906";"Cytotoxicity against human MIAPaCa2 cells after 72 hrs by coulter counter analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL2176897";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3308500";""
"CHEMBL4074845";"";"0";"548.83";"2";"9.05";"15h";"C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)C/C(=C\c6ccsc6)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12";"IC50";"'='";"5300.0";"nM";"5.28";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4054804";"Cytotoxicity against human MIAPaCa2 cells assessed as reduction in cell viability after 48 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4052644";"1";"Scientific Literature";"Eur J Med Chem";"2017";"CHEMBL3308500";""
"CHEMBL4276757";"";"0";"335.37";"0";"2.37";"10b";"CC(=O)c1ccc(NC(=O)Cn2nc(-c3ccccc3)nc2N)cc1";"IC50";"'='";"8500.0";"nM";"5.07";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4273759";"Antiproliferative activity against human MIAPaCa2 cells after 48 hrs by propidium iodide staining-based fluorometric analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4270577";"1";"Scientific Literature";"Eur J Med Chem";"2018";"CHEMBL3308500";""
"CHEMBL4467840";"";"0";"401.91";"0";"4.43";"13";"O/N=C1/c2ccc(F)cc2CC1CCN1CCCN(c2ccc(Cl)cc2)CC1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4392622";"Cytotoxicity against human MIAPaCa2 cells assessed as reduction in cell viability resazurin reagent based fluorescent assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4390693";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"CHEMBL3308500";""
"CHEMBL4515658";"";"0";"396.52";"0";"3.13";"12";"Cc1cc(N2CCC(CNS(=O)(=O)c3cccc4cccnc34)CC2)ccn1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4396236";"Antiproliferative activity against human MIAPaCa2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MIA PaCa-2 ";"None";"";"";"";"CHEMBL614725";"MIA PaCa-2";"Homo sapiens";"CELL-LINE";"CHEMBL4393717";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3308500";""
